"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-19","8.95",,"0.01","0.0","0.0","52","62","47","  220","  210","16.1","23.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-20","7.61",,"0.42","0.0","0.0","55","60","50","  220","  190","13.0","19.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-21","6.26",,"0.00","0.0","0.0","57","71","51","  310","  300","13.0","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-22","8.05",,"0.00","0.0","0.0","63","78","51","   30","   10","13.0","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-23","6.49",,"0.00","0.0","0.0","68","81","54","  220","  220","21.0","25.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-24","6.49",,"0.00","0.0","0.0","61","71","52","  260","  310","12.1","15.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-25","6.04",,"0.00","0.0","0.0","62","79","51","   10","   30","13.0","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-26","7.38",,"0.00","0.0","0.0","63","74","53","  200","  220","12.1","17.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-27","6.93",,"0.00","0.0","0.0","61","74","54","  210","  210","13.0","17.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-28","5.82",,"0.00","0.0","0.0","64","79","54","  210","  210","13.0","17.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-29","5.82",,"0.00","0.0","0.0","66","81","55","   30","   30","14.1","17.0","    1","    1",,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-06-30","7.61",,"0.00","0.0","0.0","69","79","58","   40","   40","21.0","25.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-01","9.62",,"0.00","0.0","0.0","67","80","57","   30","   30","21.0","25.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-02","9.62",,"0.00","0.0","0.0","67","80","56","   20","  360","16.1","23.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-03","7.61",,"0.00","0.0","0.0","69","82","55","   10","   10","19.9","25.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-04","6.71",,"0.00","0.0","0.0","73","88","58","  330","  350","13.0","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-05","5.82",,"0.00","0.0","0.0","76","91","61","  350","  310","15.0","21.9",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-06","6.71",,"0.00","0.0","0.0","73","83","57","  220","  190","12.1","16.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-07","9.17",,"0.00","0.0","0.0","64","74","55","  220","  210","14.1","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-08","6.26",,"0.00","0.0","0.0","62","74","54","  210","  230","12.1","16.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-09","5.14",,"0.00","0.0","0.0","64","79","54","  210","  250","10.1","15.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-10","9.17",,"0.00","0.0","0.0","63","73","54","  220","  210","15.0","21.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-11","5.82",,"0.00","0.0","0.0","64","77","55","  280","  260","12.1","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-12","4.47",,"0.00","0.0","0.0","64","75","54","  240","  240","14.1","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-13","5.59",,"0.00","0.0","0.0","64","80","54","   10","   20","14.1","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-14","6.93",,"0.00","0.0","0.0","71","87","58","   20","  320","13.0","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-15","6.93",,"0.00","0.0","0.0","75","91","61","   10","   10","15.0","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-16","5.14",,"0.00","0.0","0.0","72","83","57","   30","   30","15.0","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-17","12.30",,"0.00","0.0","0.0","68","77","60","  220","  230","19.9","29.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-18","9.84",,"0.00","0.0","0.0","67","81","58","   40","  340","17.0","23.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-19","7.83",,"0.00","0.0","0.0","72","89","61","   30","   50","16.1","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-20","7.38",,"0.00","0.0","0.0","72","82","60","  210","  210","13.0","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-21","4.92",,"0.00","0.0","0.0","66","78","58","  190","  220","8.9","15.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-22","6.71",,"0.00","0.0","0.0","67","81","56","   20","   30","13.0","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-23","7.16",,"0.00","0.0","0.0","70","84","59","  210","  220","13.0","16.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-24","8.95",,"0.09","0.0","0.0","66","73","57","  210","  230","16.1","23.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-25","10.51",,"0.00","0.0","0.0","63","74","56","   40","  270","17.0","21.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-26","10.29",,"0.00","0.0","0.0","65","76","58","  340","  360","16.1","25.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-27","5.37",,"0.00","0.0","0.0","67","79","56","  330","  320","14.1","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-28","5.14",,"0.00","0.0","0.0","65","79","56","  360","  250","10.1","15.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-29","5.59",,"0.00","0.0","0.0","66","77","56","  210","  220","14.1","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-30","5.82",,"0.00","0.0","0.0","65","77","58","  350","   30","13.0","21.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-07-31","8.28",,"0.00","0.0","0.0","67","78","57","   40","  280","14.1","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-01","7.61",,"0.00","0.0","0.0","69","83","58","   30","   20","15.0","21.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-02","6.93",,"0.00","0.0","0.0","71","84","60","  340","  350","15.0","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-03","6.93",,"0.00","0.0","0.0","71","84","59","  290","  280","15.0","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-04","6.93",,"0.00","0.0","0.0","72","85","60","   40","  340","14.1","21.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-05","4.03",,"0.02","0.0","0.0","70","72","62","  270","  280","8.1","11.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-06","5.14",,"0.00","0.0","0.0","66","76","62","  200","  210","14.1","17.0","    1","    1",,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-07","4.25",,"0.02","0.0","0.0","68","77","61","  250","  250","10.1","15.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-08","5.59",,"0.00","0.0","0.0","67","79","60","   20","   30","12.1","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-09","8.72",,"0.00","0.0","0.0","68","77","60","  210","  200","21.9","28.0","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-10","5.59",,"0.00","0.0","0.0","66","74","60","   20","   10","12.1","14.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-11","6.93",,"0.00","0.0","0.0","67","79","59","   40","   50","16.1","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-12","10.29",,"0.00","0.0","0.0","71","82","63","  340","  330","18.1","23.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-13","10.51",,"0.00","0.0","0.0","74","89","63","   40","  350","16.1","21.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-14","8.50",,"0.00","0.0","0.0","80","94","71","  350","   30","21.0","27.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-15","7.16",,"0.00","0.0","0.0","82","95","68","  340","  340","15.0","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-16","5.37",,"0.00","0.0","0.0","81","95","67","  310","  320","12.1","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-17","5.59",,"0.00","0.0","0.0","78","91","62","  230","  230","14.1","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-18","6.93",,"0.00","0.0","0.0","67","75","57","  200","  260","14.1","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-19","8.50",,"0.00","0.0","0.0","65","77","52","   30","   30","15.0","25.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-20","7.16",,"0.00","0.0","0.0","68","80","58","  350","  350","17.0","21.9",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-21","4.92",,"0.00","0.0","0.0","64","75","53","  220","  250","12.1","17.0","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-22","7.83",,"0.02","0.0","0.0","63","72","54","  230","  220","16.1","21.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-23","6.93",,"0.04","0.0","0.0","63","73","57","   20","  210","13.0","17.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-24","12.53",,"0.00","0.0","0.0","65","78","56","   10","   20","19.9","27.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-25","9.40",,"0.02","0.0","0.0","69","86","61","   80","  110","17.0","23.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-26","7.16",,"0.00","0.0","0.0","72","88","59","  360","  340","16.1","21.9",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-27","6.26",,"0.00","0.0","0.0","72","84","59","  210","  200","12.1","15.0",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-28","6.71",,"0.00","0.0","0.0","66","67","61","  220","  210","12.1","15.0","    1",,"    1",,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-29","6.49",,"0.12","0.0","0.0","61","62","58","   70","   70","12.1","19.0","    1",,"    1",,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-30","6.49",,"0.01","0.0","0.0","62","74","59","   40","   40","13.0","21.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-08-31","7.61",,"0.02","0.0","0.0","65","69","59","  350","  350","19.9","25.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-01","9.17",,"0.00","0.0","0.0","65","78","60","   10","  360","18.1","25.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-02","4.70",,"0.00","0.0","0.0","70","87","58","  210","  210","10.1","15.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-03","11.41",,"0.06","0.0","0.0","69","69","57","  220","  230","21.0","28.0","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-04","7.38",,"0.07","0.0","0.0","58","66","53","  170","  180","16.1","21.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-05","4.25",,"0.00","0.0","0.0","59","70","53","  250","  260","12.1","16.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-06","5.82",,"0.00","0.0","0.0","62","74","53","  230","  220","13.0","17.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-07","2.46",,"0.00","0.0","0.0","62","69","55","  240","  280","8.9","13.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-08","5.59",,"0.00","0.0","0.0","61","75","52","  300","  320","12.1","17.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-09","5.82",,"0.00","0.0","0.0","65","81","56","   30","  330","12.1","23.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-10","7.16",,"0.00","0.0","0.0","67","80","54","  210","  200","16.1","21.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-11","4.70",,"0.00","0.0","0.0","67","73","58","  210","  180","12.1","16.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-12","5.82",,"0.05","0.0","0.0","62","69","55","  220","  220","12.1","18.1",,,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-13","6.49",,"0.00","0.0","0.0","62","74","54","  350","  330","14.1","19.9","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-14","7.38",,"0.00","0.0","0.0","64","77","54","  300","   10","13.0","17.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-15","4.92",,"0.00","0.0","0.0","67","84","54","   20","   20","13.0","18.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-16","4.47",,"0.00","0.0","0.0","67","78","55","  220","  220","13.0","17.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-17","6.71",,"0.00","0.0","0.0","61","70","55","  200","  220","17.0","23.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-18","8.72",,"0.11","0.0","0.0","62","67","54","   50","   50","17.0","23.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-19","8.28",,"0.00","0.0","0.0","59","67","53","  220","  220","21.0","31.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-20","7.16",,"0.41","0.0","0.0","57","64","51","  360","  360","21.0","25.9","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-21","5.82",,"0.00","0.0","0.0","57","70","48","  350","   20","14.1","19.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-22","4.70",,"0.00","0.0","0.0","61","76","51","  200","  210","8.9","14.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-23","7.61",,"0.15","0.0","0.0","62","64","54","  240","  220","15.0","21.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-24","6.71",,"0.61","0.0","0.0","57","64","52","  120","   90","18.1","23.9","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-25","7.61",,"0.82","0.0","0.0","59","63","55","  210","  210","19.9","32.0","    1",,"    1",,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-26","9.17",,"0.60","0.0","0.0","56","65","51","  130","  210","21.0","28.0","    1",,"    1",,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-27","11.86",,"0.43","0.0","0.0","55","60","52","  220","  220","21.9","30.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-28","10.29",,"0.13","0.0","0.0","56","63","52","  210","  200","19.9","25.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-29","9.84",,"0.00","0.0","0.0","53","59","46","  350","   70","17.0","25.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-09-30","5.14",,"0.00","0.0","0.0","53","62","48","   40","   30","14.1","17.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-01","4.47",,"0.00","0.0","0.0","53","64","45","  150","  160","12.1","19.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-02","6.26",,"0.45","0.0","0.0","55","57","51","  320","  330","13.0","17.0","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-03","5.59",,"0.04","0.0","0.0","56","64","53","  350","  360","16.1","21.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-04","6.04",,"0.00","0.0","0.0","58","68","53","   20","   20","13.0","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-05","10.74",,"0.00","0.0","0.0","60","67","55","   20","   20","17.0","23.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-06","7.61",,"0.00","0.0","0.0","60","75","52","   10","  360","14.1","18.1","    1","    1",,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-07","4.03",,"0.00","0.0","0.0","63","79","51","  190","  170","10.1","15.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-08","5.59",,"0.00","0.0","0.0","62","69","55","  190","  190","10.1","13.0","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-09","7.16",,"0.03","0.0","0.0","61","63","53","  220","  220","16.1","25.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-10","8.50",,"0.38","0.0","0.0","56","62","50","  180","  180","21.9","35.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-11","7.83",,"0.39","0.0","0.0","54","61","50","  130","  130","18.1","25.9","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-12","6.26",,"0.00","0.0","0.0","54","65","48","   90","  100","19.9","32.0","    1","    1",,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-13","8.50",,"0.12","0.0","0.0","62","73","50","  140","  100","16.1","23.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-14","3.58",,"0.04","0.0","0.0","58","62","55","  170","  160","12.1","17.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-15","4.70",,"0.04","0.0","0.0","58","63","54","  100","   70","10.1","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-16","8.05",,"0.57","0.0","0.0","56","62","51","  230","  220","19.9","30.0","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-17","5.37",,"0.06","0.0","0.0","54","60","49","  120","  150","10.1","15.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-18","7.38",,"0.00","0.0","0.0","57","71","51","  190","  190","13.0","17.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-19","8.95",,"0.00","0.0","0.0","61","67","60","  180","  180","16.1","21.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-20","9.40",,"0.00","0.0","0.0","60","62","53","   20","   20","17.0","21.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-21","5.37",,"0.00","0.0","0.0","55","58","52","  350","  350","12.1","12.1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-22","4.70",,"0.00","0.0","0.0","53","56","50","   10","   10","8.1","8.1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-23","10.74",,"0.00","0.0","0.0","52","53","46","  220","  230","21.9","31.1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-24","10.74",,"0.60","0.0","0.0","49","52","43","  180","  180","21.0","28.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-25","7.83",,"0.17","0.0","0.0","45","51","40","  360","  350","17.0","23.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-26","4.47",,"0.00","0.0","0.0","44","52","37","   10","   10","15.0","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-27","7.38",,"0.00","0.0","0.0","42","50","35","   20","   20","16.1","21.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-28","5.82",,"0.00","0.0","0.0","42","51","33","   40","   30","14.1","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-29","6.71",,"0.00","0.0","0.0","42","55","32","   20","   20","14.1","17.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-30","8.50",,"0.00","0.0","0.0","45","58","37","   30","   10","15.0","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-10-31","1.79",,"0.00","0.0","0.0","44","53","36","   20","  100","8.1","13.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-01","5.14",,"0.41","0.0","0.0","47","55","43","  100","  100","15.0","21.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-02","12.30",,"0.87","0.0","0.0","53","60","50","  220","  210","23.0","33.1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-03","5.14",,"0.33","0.0","0.0","53","58","48","  120","  100","13.0","19.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-04","11.18",,"1.14","0.0","0.0","57","63","52","  230","  230","21.0","31.1","    1",,"    1",,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-05","8.05",,"0.31","0.0","0.0","53","60","46","  130","  200","15.0","21.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-06","5.37",,"1.03","0.0","0.0","51","53","47","  220","  220","21.0","31.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-07","8.72",,"0.00","0.0","0.0","51","55","45","  210","  210","18.1","25.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-08","4.03",,"0.00","0.0","0.0","48","54","42","  150","  140","10.1","14.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-09","5.82",,"0.14","0.0","0.0","44","48","37","  150","  160","17.0","27.1","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-10","11.63",,"0.10","0.0","0.0","46","51","44","  180","  170","23.0","31.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-11","15.88",,"0.45","0.0","0.0","50","53","46","  200","  190","29.1","42.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-12","5.59",,"0.26","0.0","0.0","48","51","46","  140","  130","15.0","21.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-13","7.61",,"0.05","0.0","0.0","49","53","40","  200","   10","14.1","19.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-14","6.26",,"0.00","0.0","0.0","42","50","34","   30","   20","10.1","18.1","    1","    1",,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-15","5.82",,"0.00","0.0","0.0","41","48","37","   20","   30","15.0","19.9","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-16","7.61",,"0.00","0.0","0.0","40","49","33","   10","   30","14.1","19.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-17","4.47",,"0.00","0.0","0.0","41","52","33","   40","   50","12.1","13.0","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-18","3.13",,"0.27","0.0","0.0","43","51","35","  200","  200","21.9","29.1","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-19","12.08",,"0.00","0.0","0.0","47","51","42","  210","  210","31.1","42.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-20","5.82",,"0.00","0.0","0.0","43","50","36","  110","  120","13.0","17.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-21","5.37",,"0.17","0.0","0.0","45","54","37","  130","  120","13.0","17.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-22","7.61",,"0.11","0.0","0.0","48","49","40","   20","   30","15.0","19.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-23","7.61",,"0.00","0.0","0.0","44","47","35","   40","   50","15.0","21.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-24","5.37",,"0.00","0.0","0.0","39","46","32","   10","  140","12.1","18.1","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-25","5.37",,"0.00","0.0","0.0","38","46","30","   30","   30","13.0","17.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-26","4.25",,"0.00","0.0","0.0","38","48","30","   10","   30","8.9","17.0","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-27","4.03",,"0.00","0.0","0.0","38","47","28","   10","   50","10.1","15.0","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-28","1.34",,"0.00","0.0","0.0","36","43","28","   40","   50","6.9","13.0","    1","    1",,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-29","2.24",,"0.00","0.0","0.0","35","39","30","  140","   90","6.9","13.0","    1","    1",,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-11-30","5.82",,"0.14","0.0","0.0","38","46","34","  190","  200","19.9","25.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-01","12.75",,"0.63","0.0","0.0","42","50","39","  210","  210","23.9","36.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-02","13.65",,"0.43","0.0","0.0","45","49","43","  190","  190","35.1","52.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-03","9.84",,"0.22","0.0","0.0","46","54","43","  210","  200","23.0","38.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-04","6.04",,"1.36","0.0","0.0","48","58","43","  150","  140","19.9","30.0","    1",,,,,
